transaction_id,post_ts,customer_id,bin,terminal_id,amt,entry_mode,fraud,fraud_scenario
MJ_1wesJST2lEnK3ZJlmRg,2023-05-08 19:47:09,C00005393,403541,T001039,31.9,Chip,0,0
Fi-r5mOVT2aSKJ4NA-ga7A,2023-03-22 08:51:31,C00002932,375650,T001031,98.1,Chip,0,0
GZJHQwU_TAana9gXNOYV_Q,2023-03-12 03:39:42,C00003101,455573,T001016,34.31,Chip,0,0
e_yPDqp-QqiiRr1HIokDAQ,2023-07-27 02:35:48,C00002005,362312,T001043,124.59,Swipe,0,0
JpTzStKPRBKsGsv5RvTaSQ,2023-04-11 12:02:50,C00003893,375563,T001059,66.65,Contactless,0,0
UFTsoWCySLqkR0Ro4j1alQ,2023-06-06 13:05:02,C00004970,520636,T001049,126.93,Contactless,0,0
Y0sk5YrpS5yEDQ-JIwFc3g,2023-06-02 07:16:27,C00003542,360069,T001096,82.4,Contactless,0,0
VAn6cXTwRG-F3mP5Zhd_uQ,2023-06-21 08:55:00,C00004029,465965,T001047,14.52,Contactless,0,0
4-K8kG3VRQKbuCKxbWO2gg,2023-02-26 14:59:11,C00005135,520346,T001046,8.55,Chip,0,0
PXLOsmMiTDufb5Cbw3EekA,2023-06-03 05:33:52,C00001014,361825,T001015,12.33,Swipe,0,0
cGA11biaShmeys9z_uhGQg,2023-03-26 14:47:45,C00003520,361842,T001071,46.12,Contactless,0,0
XnKa6fjFROKfwG3dY3c-EQ,2023-07-19 08:19:58,C00002035,361848,T001004,52.32,Chip,0,0
wJ3xIA8dSOqP0j1cV26YpQ,2023-06-21 07:33:52,C00003101,455573,T001011,12.8,Chip,0,0
YeJB7HSLQna98APZ97HQlg,2023-06-27 11:31:29,C00002449,375584,T001008,32.39,Swipe,0,0
om31zsdBRdCQe_a3ecwrsA,2023-05-14 06:11:10,C00005851,421509,T001061,14.96,Chip,0,0
xXEMC439R6eLBCo8kguayw,2023-05-07 21:55:56,C00002252,411701,T001007,82.66,Swipe,0,0
8jhLQMRWQBSShEhvp5rvzw,2023-02-03 17:46:41,C00001095,364836,T001046,72.2,Swipe,0,0
xx5aui6ZRy23o42rBZ1ECQ,2023-07-03 20:34:50,C00002194,518627,T001031,27.83,Swipe,0,0
O3De-3u4SmK3m_vu7h9bcg,2023-04-07 13:08:02,C00003887,375686,T001047,155.6,Contactless,1,1
kvGry1RsSh61PJVrsQqQjA,2023-06-07 17:07:37,C00003070,512470,T001033,133.51,Chip,0,0
EDPoMrz_TRWOF-StuH8rSA,2023-02-18 10:26:52,C00004546,375617,T001042,21.25,Contactless,0,0
XTGUjFjiTFq6V6RRlOgAww,2023-04-30 02:39:08,C00003485,410216,T001058,105.49,Swipe,0,0
CcgNX38yTg2RAINi1wbh9A,2023-02-07 15:20:29,C00002559,530770,T001037,110.55,Swipe,0,0
5g9TsRlETVKuUc9P2mDB9g,2023-07-24 23:15:44,C00005502,375563,T001063,48.34,Chip,0,0
1NxOs05sSSSledyCBRlJfA,2023-05-27 12:53:36,C00004769,375563,T001068,37.87,Chip,0,0
2DbkuSUZR5GSNJZe-s7phw,2023-02-08 08:05:51,C00004418,454646,T001014,89.19,Contactless,0,0
ZbZtMXd2Qc6HnuVAxNJYNw,2023-06-26 09:25:04,C00005486,364344,T001077,10.9,Contactless,0,0
RyZe18hCQC2nwlHTqK88DA,2023-05-27 06:02:34,C00004983,360069,T001077,37.62,Chip,0,0
BXj0IDOAQZ-gyakqeV57_g,2023-07-19 10:56:58,C00002356,360043,T001008,41.39,Contactless,0,0
Q7Ei1if3RXC6YWOTWlnsAg,2023-02-22 05:12:04,C00003581,512299,T001075,159.48,Contactless,0,0
mEoERfsDQUWIhXVrFq-WRQ,2023-03-18 12:44:11,C00004092,375562,T001031,23.29,Contactless,1,1
IFB1kBi9Q8eay254o0SCgw,2023-03-20 09:57:46,C00002409,485668,T001085,89.51,Chip,0,0
iqQr26psSyGBuMfLQr5GXQ,2023-06-14 06:59:20,C00001051,375581,T001021,33.32,Chip,0,0
9d3sXFx4S1-mVOMfwCnusg,2023-05-04 20:56:44,C00002048,364113,T001085,45.53,Chip,0,0
_ya4bgFqRvyOW1BmeUXtgw,2023-02-08 16:31:31,C00002509,464407,T001027,92.58,Chip,0,0
QlnRNkulT0ueUub1iq6Veg,2023-02-12 04:23:10,C00005663,412488,T001036,65.84,Swipe,0,0
wlhtGldVSSCapPTv8uHppg,2023-05-24 09:30:17,C00002518,375686,T001023,84.46,Contactless,0,0
D6I7HhR1Svqa6YRHK4msKQ,2023-03-11 11:30:22,C00005646,406036,T001058,63.67,Swipe,0,0
QKIRojBKR-mkT5HCEwX1mA,2023-06-03 14:06:30,C00003135,364329,T001040,32.24,Chip,0,0
ggcUxUAfRGWKPoPMm07EKg,2023-05-22 18:01:21,C00002865,375561,T001087,48.2,Swipe,0,0
CEnid4UySTyhWu9Irb1xIg,2023-07-08 12:18:18,C00004232,479736,T001087,95.0,Chip,0,0
4v1OAVrZRBKw3m-XQ7qV1Q,2023-03-23 13:17:17,C00002133,518988,T001035,19.87,Swipe,0,0
0OC8nVjKQ0K4O7bGbvjjtQ,2023-07-14 11:45:44,C00005876,524723,T001060,9.4,Swipe,0,0
TRo5y6CmRwyeB_dTznTb7A,2023-07-29 08:18:46,C00003835,465965,T001007,75.49,Chip,0,0
AU0R6q9cRIS42kKK2ySpow,2023-06-09 19:12:11,C00002202,367016,T001025,17.13,Swipe,0,0
kXuM1lu0QI2rHRb-1N7Xcw,2023-04-05 20:17:29,C00003057,361825,T001034,75.26,Swipe,0,0
VpjDRknRSS2PzIzpZZriRw,2023-02-18 08:10:51,C00003279,524725,T001063,17.71,Swipe,0,0
KveG2CUtTSyGjowhWNNooA,2023-03-06 21:30:29,C00004514,375584,T001006,5.95,Contactless,0,0
lnPw7Zz1S7qfJpdzRbyzwQ,2023-07-08 10:42:12,C00002103,364111,T001058,87.14,Contactless,0,0
70Z7tjCYT_awH1vltJ5N0g,2023-05-06 18:22:51,C00002786,375581,T001058,11.35,Contactless,0,0
xUVC80LtQGCYlTHZdpPNOg,2023-07-24 09:35:02,C00005870,412487,T001023,62.9,Swipe,0,0
Shrp6CFlSbaqMoWfSisqoA,2023-02-10 20:45:05,C00005807,518838,T001007,72.1,Swipe,0,0
JnBKm_X4Q-ektjFaHVF4Eg,2023-06-24 16:53:37,C00001001,557888,T001085,56.22,Contactless,0,0
Kx01WGj_SGCQygoLvZ0fjA,2023-04-22 18:02:05,C00002633,375581,T001014,36.24,Chip,0,0
zvh7cs4CTHmqoxwYjlAy7w,2023-02-22 13:15:04,C00005493,541557,T001089,20.85,Contactless,0,0
Dl930sKCTHKzBm-nLC8DTA,2023-02-11 18:23:41,C00002833,492194,T001078,149.58,Swipe,0,0
6iEjercxS2ixllzNxFRTRw,2023-04-19 05:36:03,C00003929,364340,T001080,73.57,Contactless,0,0
icm3wrPgS7y5s2w6tzV1yw,2023-03-17 08:39:42,C00004485,490841,T001017,49.28,Contactless,0,0
Kq_33J2rQSyr4aDPJDm8iw,2023-04-10 11:55:00,C00002665,360051,T001065,83.97,Chip,0,0
imZX9UBfTAq_oDA7RBFoqg,2023-02-23 08:45:30,C00001973,518838,T001048,97.02,Swipe,0,0
bumiBM46RFahTMApEmQbaQ,2023-06-14 19:49:29,C00001900,364319,T001009,58.81,Contactless,0,0
nB1phwcoQMSQEAFxT_PIOQ,2023-05-13 07:42:05,C00001776,448522,T001049,68.1,Contactless,0,0
WpQaxfqXSFiQ9mjdyE2_mw,2023-07-06 02:51:37,C00003728,530770,T001078,19.85,Contactless,0,0
WdDFIcLJTjm3qbC1-PnatQ,2023-04-26 12:01:49,C00003054,465965,T001091,64.23,Swipe,0,0
yKYqv-SSQXusIJWtdVsBRQ,2023-07-02 14:16:31,C00003128,542069,T001076,9.58,Swipe,0,0
Ph2hPQy9RKaV8VrwOyGaFQ,2023-06-22 13:12:06,C00005063,512482,T001029,45.27,Contactless,0,0
X4qpdGzPQKKMzhM1OKL2mw,2023-07-20 14:27:05,C00003230,361800,T001078,101.54,Chip,0,0
WIolnZI3QgypHavY7O06Qg,2023-04-13 19:00:05,C00004524,465963,T001033,41.07,Contactless,0,0
0KPBHSJNR2aMwlwT0h91bQ,2023-03-04 15:26:09,C00003892,510242,T001087,29.36,Contactless,0,0
vrpNttnYQpCJMqNDt9FU4Q,2023-07-07 13:26:23,C00003949,407354,T001008,81.11,Chip,0,0
GXeg5aYwSQet0IjA5L6Raw,2023-04-22 03:52:31,C00002783,510242,T001036,13.38,Chip,0,0
jQ-qd7GHQHiU3u6hmeN57w,2023-03-28 07:49:07,C00001106,518179,T001007,10.0,Swipe,0,0
F689GZphRneeqmzii3_4Yg,2023-06-01 16:27:47,C00001492,512799,T001088,144.41,Swipe,0,0
yfjYK5zzTAmS8NlwWR_Tww,2023-07-23 21:27:32,C00003515,375574,T001087,31.18,Contactless,0,0
lkKcchjoRa2Ou4KF8lQfqA,2023-03-25 11:20:36,C00005671,375570,T001031,70.77,Swipe,0,0
2GHBUe-jSrmcAt3p0zCjsA,2023-06-08 19:52:26,C00002783,510242,T001035,14.23,Swipe,1,2
huod9VAQT8yFc2Lv2L3eGA,2023-04-27 12:32:10,C00002862,415174,T001033,77.69,Chip,0,0
cvtxNMp-TJiqnmuveHLOIw,2023-05-03 11:27:51,C00005872,375574,T001030,64.77,Swipe,0,0
DCx7LfzPQXKXqzu-tIxxpw,2023-06-15 03:03:11,C00001266,375563,T001006,34.21,Swipe,0,0
p9Y-El9SQfus0qvvucXYeQ,2023-05-15 04:15:32,C00005472,375618,T001054,22.17,Chip,0,0
zPrxUJhAQ3-QrPmGRyc6ig,2023-03-11 07:14:49,C00005678,364112,T001011,82.98,Swipe,0,0
7xCOG8ehT-CtZcDy43gzwg,2023-02-07 11:08:40,C00003742,375617,T001073,173.78,Contactless,1,1
Nm1e6rVDTL-TLiIxBKzH7w,2023-06-22 12:33:44,C00002654,375581,T001094,7.24,Swipe,0,0
LfvXKp8wQq60IGjLmUFGjw,2023-03-01 13:36:38,C00002110,403567,T001057,25.0,Contactless,0,0
hPiOA0QjTt2eKfnozzF7ag,2023-03-24 18:15:29,C00003295,536468,T001033,94.39,Chip,0,0
IJ5TzPeySBiaLRBP93jZhQ,2023-04-05 07:23:10,C00004237,375650,T001031,22.25,Swipe,0,0
zEyP8Us2TtSlw0RYV1_cxg,2023-02-27 17:18:13,C00001045,512470,T001070,103.87,Swipe,0,0
3WgGZaZ6Q1ST_FweSzUDyg,2023-07-08 05:38:33,C00004179,421510,T001031,57.21,Contactless,0,0
nVCi4nATQX28YVc9RsceAg,2023-03-23 11:03:55,C00004363,375581,T001074,26.57,Contactless,0,0
pe0vq-NMQ-OLYIWMyJMZEA,2023-07-11 20:06:08,C00002894,375686,T001066,72.49,Contactless,1,2
bewDJUIHS5OByvdlkeFkIQ,2023-06-01 08:45:41,C00002519,375618,T001079,33.75,Chip,0,0
zR_r3mL-T_a1W-ppflt6SA,2023-06-03 15:09:30,C00001677,520346,T001020,11.41,Swipe,0,0
y_yN061xSgqhtwCg0y30sw,2023-07-13 07:23:13,C00002019,375686,T001008,62.03,Swipe,0,0
H65skZC0Rg6Ax_SEQ2--8w,2023-05-05 13:13:54,C00005469,375581,T001023,161.45,Chip,0,0
Po0A11xlS_GLHx8KmgnMpw,2023-04-24 14:29:42,C00003571,360038,T001036,128.82,Swipe,0,0
awFnGT8pQ1OrxKzfwNJzZA,2023-02-01 14:41:14,C00002207,489974,T001068,93.44,Contactless,0,0
w6NOomu4SUalqx9eUiOBNw,2023-06-03 15:38:09,C00003360,541171,T001084,95.11,Swipe,0,0
HGKQFbu6RP-UGJxsvA9gsg,2023-06-29 10:47:35,C00005630,493756,T001082,103.07,Swipe,0,0
uug9W4FdT6yExgydQuiPjg,2023-05-31 13:06:42,C00001750,360051,T001095,12.99,Contactless,0,0
b8oUsWTzRQOX7MM1tFtDFQ,2023-07-04 00:48:56,C00003206,403567,T001079,98.26,Swipe,0,0
4dhKQpF2TJKnuShpCE-znA,2023-04-22 09:05:08,C00005231,360062,T001015,67.47,Contactless,0,0
kLG6LUNKQz-JAO13iE1BIw,2023-02-27 13:36:06,C00002949,422414,T001047,169.47,Chip,0,0
LPPg_e1iQkSpb1uu3DB4Xw,2023-06-23 15:12:40,C00003146,375581,T001035,72.68,Contactless,0,0
VKtNDz_-SIucc6vtzrKsoA,2023-04-19 02:06:42,C00005337,364840,T001050,21.58,Swipe,0,0
6qyJ4fx7Q8yufqs6tL9Qsg,2023-07-28 06:40:27,C00003024,375561,T001059,25.02,Contactless,0,0
4EDjzTf1SSGL46D2zv1OwA,2023-05-08 23:30:23,C00005170,510242,T001050,50.99,Contactless,0,0
SPmh1ufsRQ6UX2NOdCdtnw,2023-04-05 12:28:16,C00001922,360042,T001000,85.59,Chip,0,0
kuIqWovfStmNA7u7oSxblw,2023-07-02 06:09:26,C00003547,361840,T001056,28.71,Contactless,0,0
G0SHEnJESmOSaMJvweFEnQ,2023-02-03 13:05:56,C00003120,454649,T001043,35.37,Contactless,0,0
NOsQ7A6PSSaUoE0jC2lDSA,2023-03-06 12:40:34,C00005878,518179,T001049,174.38,Chip,0,0
Fkti-k1OTkOoUaiyaJb8NA,2023-04-15 15:39:24,C00002248,375584,T001006,10.25,Chip,0,0
EUrtM05cS4O3UTfyzJtS3w,2023-07-28 14:28:06,C00003024,375561,T001040,11.56,Swipe,0,0
feOQfHdnS4a1Uga6gKjUEA,2023-06-24 10:49:52,C00005807,518838,T001040,39.56,Chip,0,0
zssGqa3VRxKgxaMgnehr3Q,2023-02-22 16:07:21,C00003768,454755,T001034,148.05,Swipe,0,0
pWk5gAB2ShaAYLAD-qHlqw,2023-03-22 10:24:51,C00005038,375584,T001086,105.1,Swipe,0,0
9TBJp2R_RoGSbSQ8vS0bDw,2023-06-09 18:55:39,C00002027,412486,T001072,46.21,Contactless,0,0
qOcvaGx_QVSbs62Ou858fQ,2023-07-10 17:45:26,C00003765,440637,T001090,14.82,Swipe,0,0
8kfPlehATN2laHpRmobaAw,2023-06-15 15:28:19,C00001042,541557,T001031,53.62,Contactless,0,0
kmhat4xTQfqglbYTlCeC1A,2023-05-04 09:04:26,C00002497,477946,T001002,98.38,Chip,0,0
1kjYlJm6TgSwpaQ5sMHSew,2023-07-01 17:57:46,C00004485,490841,T001026,7.87,Swipe,0,0
ncFKQlVHRsqz4tMsOnA-rA,2023-05-20 05:16:07,C00005446,406036,T001025,29.93,Swipe,0,0
cL5FXIgfStegAyNrzJtXeA,2023-03-17 13:21:35,C00002879,422241,T001009,13.76,Chip,0,0
oY66PIMWS3m5jnpU5gy7DQ,2023-07-30 12:08:09,C00004980,375686,T001066,42.16,Chip,0,0
8bYIMkZVTMqOjpw9uF1pHw,2023-02-13 06:20:37,C00005439,440762,T001035,62.89,Chip,0,0
DhzbiY7LTfiBR9rWWICIFQ,2023-04-23 12:33:57,C00001654,541171,T001092,96.07,Contactless,1,1
p1UcPpNFSrWQaA3QYG0Alg,2023-04-12 08:16:44,C00004875,361855,T001070,3.16,Chip,0,0
Jg77PPrVRXas8vPq-17cBg,2023-03-31 09:50:02,C00002383,375650,T001016,36.75,Swipe,0,0
vAycrdzcSmKnVRH5mnp_Hg,2023-03-12 11:04:46,C00005298,364342,T001033,40.19,Swipe,0,0
7NAl6CctQ6KjyL3kVACLdg,2023-07-30 16:34:28,C00004297,529536,T001097,163.7,Chip,0,0
3ts7vxaESvaObiEEuIM_8A,2023-03-26 15:27:20,C00003836,364344,T001063,126.75,Contactless,0,0
yX8tmOoqQr-CPVH0OK22eg,2023-04-26 19:02:35,C00001895,375581,T001005,16.33,Swipe,0,0
rDSi9xGGQzKPrK5WdIys6Q,2023-06-02 17:17:59,C00005091,360042,T001016,4.09,Contactless,0,0
2wSPcIhvQx25I-oSgLFS9Q,2023-02-23 14:48:29,C00003578,364082,T001086,126.99,Chip,0,0
OJ2vUl3JROenHxvqh7J0Mw,2023-04-12 08:28:50,C00001353,403642,T001050,27.54,Chip,0,0
cGmJwulpTU-AMcdIlCIK4w,2023-07-17 03:42:08,C00004229,375581,T001047,25.15,Swipe,0,0
nrplzOg8QvWWHCrr-ExJiQ,2023-07-22 09:41:21,C00004762,532479,T001004,34.25,Contactless,0,0
5oqQLcFVRAGfMRDjDTPjiw,2023-05-25 02:06:24,C00004767,375584,T001070,4.11,Chip,0,0
fzaX9rWxSL-_QliWHQIORw,2023-05-19 17:30:24,C00003471,360046,T001061,9.84,Contactless,0,0
BvJiphXrSJSiO9G6jk6ydA,2023-05-02 06:53:29,C00002071,375617,T001060,35.71,Swipe,0,0
8jNFfbOMRYyMO52XCsByOg,2023-04-30 07:13:43,C00005646,406036,T001043,39.23,Contactless,0,0
c9jG-ETGT6SiIYMzb1RHrg,2023-02-04 15:26:38,C00005182,510017,T001096,96.34,Chip,0,0
9um8BX7AT9Wrco_xn0LhZQ,2023-06-20 12:33:23,C00001250,367016,T001082,26.91,Contactless,0,0
rPfofRQRSmmEo6ztJySqFw,2023-03-02 11:34:49,C00004941,510052,T001088,139.61,Swipe,0,0
qKxxPbh5T1ys3qVgdeNrCQ,2023-02-20 17:09:39,C00001360,375686,T001014,116.76,Contactless,0,0
3qj-BXcxQHKZfxzBLrf3tw,2023-07-09 18:33:32,C00004166,520346,T001087,15.66,Contactless,1,2
C4-yPtNWR-ads93MNdDuhw,2023-05-04 05:40:06,C00001581,375581,T001007,158.27,Chip,0,0
M8uPBJoFRa6F2Buv4ecL4A,2023-03-14 09:22:44,C00002456,364340,T001080,6.29,Chip,0,0
KMs9t8hrQSCp43qanp5Muw,2023-02-23 18:43:45,C00001593,444990,T001065,51.87,Swipe,0,0
4rEwDXCxQZ6xLDcewqqP2Q,2023-07-16 09:32:48,C00003778,418836,T001087,9.82,Contactless,0,0
Nqq8M81SQ7ecMzsZN_kRjA,2023-02-02 09:21:31,C00004870,375574,T001045,45.18,Chip,0,0
4ZleBZwYTZmu0NZ73YLhQA,2023-04-26 08:49:19,C00003683,542858,T001074,87.23,Contactless,0,0
lxqLD56-QvWcdyYMZnaQLQ,2023-02-06 08:50:07,C00001861,530770,T001095,74.84,Contactless,0,0
2EvODiOsSvuGMTOpOrhi1Q,2023-02-21 16:02:36,C00002820,490841,T001014,97.8,Swipe,0,0
XsRkj2uVSdGuS0pkEynIzw,2023-07-14 18:30:42,C00005585,375617,T001010,121.47,Contactless,0,0
2EPERyd5S6C28sme6PaGSg,2023-04-30 11:44:46,C00004510,361840,T001049,114.4,Swipe,0,0
HqEgRpiPQzSf2l-jQfOaVw,2023-07-05 08:13:42,C00003119,375617,T001031,17.42,Swipe,0,0
OV3k05ENQvWvW3Rps6YDmw,2023-06-03 13:18:17,C00002270,524723,T001036,62.6,Contactless,0,0
F1H2iY6VTrWhDrA_c1-92g,2023-04-16 12:16:44,C00002727,542858,T001065,76.71,Chip,0,0
IMtMyEjsQcmx9j89iAsLWQ,2023-04-13 03:31:06,C00004034,454649,T001007,17.69,Contactless,0,0
9VIV0JvbTIiHgGTM9A07UA,2023-02-17 18:24:13,C00003296,375561,T001004,65.09,Contactless,0,0
Fvl4MZAJTIaEGgWzEhJaHw,2023-05-10 13:54:39,C00001528,375686,T001093,79.67,Chip,0,0
g8Z5fHPMS8CBq0QcTrcpRA,2023-07-21 16:54:06,C00004588,375563,T001036,10.88,Swipe,0,0
Yhjtgu4hRreZS0hP76XnxQ,2023-05-21 08:50:22,C00003454,510052,T001033,4.52,Contactless,0,0
JsNX5-L8SuikwowM26F5Xw,2023-02-06 07:48:24,C00003038,415174,T001017,109.3,Chip,0,0
HbHaLwLpQ4eywANs_UEvRg,2023-03-29 08:45:33,C00002174,524724,T001008,33.96,Swipe,0,0
2cxm19nyT_uNtXCUUHf5zw,2023-06-09 11:12:50,C00002203,377893,T001097,30.55,Contactless,0,0
6NizT7j5TAK1RD98cCOzdA,2023-04-26 14:48:08,C00005456,530770,T001042,87.22,Swipe,0,0
1oCkxLfGSMWtKDblvADhYA,2023-03-15 06:07:48,C00004652,364081,T001030,35.13,Contactless,0,0
SsGSzTHPRyKKBKFOWrM1iw,2023-02-04 06:01:50,C00003515,375574,T001098,31.79,Contactless,0,0
MT2-53_2TsCS8prt8zKdTQ,2023-07-20 06:44:51,C00004903,375686,T001087,47.41,Chip,0,0
jXfNI2w8RC-kLUnV_e4Ijw,2023-05-12 15:22:51,C00001097,542858,T001031,34.22,Chip,0,0
c2x3jDFNTQKKy9JzPcrixg,2023-05-15 15:50:44,C00005293,518627,T001067,76.42,Swipe,0,0
foXL1IpUSA27ImWn0P0ZBw,2023-03-12 10:42:11,C00005485,375601,T001044,78.21,Contactless,0,0
Pf1jSO7iQeGxGD8hxiYSyA,2023-07-15 11:52:52,C00005438,360069,T001074,5.62,Swipe,0,0
s1S0Dd9yQxeJsN9dzOh7Tw,2023-05-06 07:24:22,C00001088,529536,T001017,52.9,Chip,0,0
Ctp_dCmFSc2qhKNLP6a-pw,2023-07-26 04:01:18,C00004819,375617,T001022,11.77,Contactless,0,0
5C6VOcamTgG-Usg-v1rhfg,2023-07-02 03:02:54,C00002285,364878,T001006,121.71,Swipe,0,0
hMzQMWohS0e0TyBCyx8EFA,2023-05-04 09:34:18,C00004285,415158,T001091,22.67,Contactless,0,0
64VBgTzXTtK-RSG5zLL9Zw,2023-03-31 15:28:14,C00002708,377893,T001058,30.29,Contactless,0,0
1TtLgoG4TD2YNQw2IYQN4g,2023-06-25 18:14:40,C00001666,364082,T001046,46.07,Swipe,0,0
FUVbnuWxTd-APnkKUtAe9A,2023-06-29 14:54:23,C00001706,364341,T001034,30.09,Contactless,0,0
pVKyLPPeTbeBfTCGPXD5RA,2023-03-05 07:59:34,C00001526,375581,T001011,5.37,Chip,0,0
uOW1QdnTT_WBbzuPwDawRg,2023-05-14 06:08:39,C00003160,375650,T001079,58.49,Contactless,0,0
IiXPhvdVSoWbWZtTCY6ixw,2023-02-05 12:51:36,C00005525,375617,T001052,13.82,Contactless,0,0
gOUua1H-T_alVx-MapYd5w,2023-03-24 06:47:11,C00003739,375618,T001005,28.95,Chip,0,0
trcMUowqTfSBAEt6ebaVzg,2023-07-16 16:44:03,C00003331,375618,T001020,66.37,Contactless,0,0
RzsddgfORzGJYSQKWjobMQ,2023-03-24 11:15:14,C00002361,526819,T001088,53.46,Swipe,0,0
2h0DJpvST6-8cgfhWA61GA,2023-02-08 07:12:52,C00002619,360041,T001046,78.66,Swipe,0,0
ANgxjF9yQMOugp18I4Aabw,2023-02-04 12:14:00,C00003338,541557,T001003,20.16,Contactless,0,0
qYdMlIn1TbC4hmhotofGDw,2023-06-26 07:53:18,C00005867,364340,T001036,37.7,Chip,0,0
tYj3U8dzQiqw7RWHMP10eA,2023-05-31 18:10:55,C00003827,529536,T001008,12.68,Swipe,1,2
YYx5N2n2To27YlAdYHEuhA,2023-04-27 19:05:06,C00005494,375561,T001070,18.27,Contactless,1,2
GnbBCuM_S8ueLINdbmsj5w,2023-03-31 07:57:55,C00003918,519356,T001005,26.36,Swipe,0,0
Z2oL4kiIRfyR2ERmvf3V2Q,2023-07-27 01:32:12,C00005828,364329,T001065,40.63,Swipe,0,0
lEDRMS3nTB26mt7pNKCK7Q,2023-05-27 15:26:26,C00001371,477946,T001078,124.92,Swipe,0,0
2k1RDVyoRPKQuAFBLKf9ag,2023-06-30 14:12:46,C00005477,526819,T001015,9.23,Chip,0,0
xyV87Z6WRNKVjUqL_Vj1NQ,2023-07-17 04:54:24,C00001882,364321,T001038,6.15,Contactless,0,0
4ZnwadBiTa6bFljwzEPzHA,2023-07-19 16:04:29,C00001391,375570,T001000,16.65,Swipe,0,0
bEFmeaaWRHWDcZYSiipI6g,2023-06-09 18:42:30,C00002900,552727,T001072,49.08,Chip,0,0
2oilcxY7RmGh58BjktH41w,2023-07-24 11:24:08,C00003076,375618,T001081,125.39,Contactless,0,0
asITOmCfRTeVoaJ_0x6Q8g,2023-04-18 01:34:30,C00004373,410553,T001027,36.35,Contactless,0,0
pYXdbs6jSMegKz9A6HTTzQ,2023-03-31 14:41:18,C00002388,364870,T001049,14.65,Chip,0,0
8YOkrPcNRBmPuf8j5GvlGw,2023-04-04 11:09:08,C00001039,375618,T001097,4.9,Chip,0,0
CCFn4kWKTyuU3s4bXeYVpQ,2023-07-17 17:04:45,C00003711,375584,T001096,45.31,Swipe,0,0
-4EEIHc5R2q_VLKaP_076Q,2023-07-11 16:49:13,C00003394,364340,T001073,17.84,Contactless,0,0
0cu3kUSFSZiYNSHhObjiXg,2023-04-28 17:03:06,C00004402,375570,T001076,96.71,Chip,0,0
tPdsed0ASGi3MemAsvA4Yg,2023-04-29 13:06:16,C00003727,375570,T001013,66.19,Contactless,0,0
YHZ8y75MRuy-nKCQp6Ww7g,2023-07-21 14:32:10,C00005495,415403,T001019,58.37,Chip,0,0
ypw8pBAqSe6F6HgZFRl9sg,2023-06-14 11:24:12,C00003926,547260,T001004,13.39,Chip,0,0
8ygMhaPoSvadcJKU8FPwaA,2023-03-16 16:42:40,C00004846,375563,T001063,75.1,Swipe,0,0
xoFL1RplQdqqfrvhrRzU1w,2023-06-27 23:30:52,C00003970,375617,T001080,39.48,Chip,1,2
Cz1McOc7SFKjEcZByr9daA,2023-02-06 03:56:54,C00005988,415170,T001039,53.47,Contactless,0,0
ozCMJKx8TzyAfkn1jbUAug,2023-04-03 10:18:01,C00005956,490841,T001045,13.48,Chip,0,0
tYY3GTKPSHyUqAahanldUw,2023-06-01 17:28:15,C00003330,512470,T001011,48.13,Contactless,0,0
QaiwI3NHSKui8AAKhhrlGA,2023-03-29 20:26:36,C00003073,364326,T001092,41.21,Contactless,0,0
5xR2l9QcSEKdm21719yvhA,2023-05-20 05:22:11,C00002545,455230,T001074,47.42,Swipe,0,0
3kdxFkeMTHOeVlPi_2jwDg,2023-02-16 14:47:37,C00002833,492194,T001078,78.83,Swipe,1,2
jcEdMjOGQlShFGQj3-_K6g,2023-06-30 07:18:21,C00002209,512482,T001056,99.33,Swipe,0,0
2k49SSZvT--hEO5I8PQblw,2023-04-10 09:57:37,C00001761,464406,T001020,128.29,Contactless,0,0
ytG7S5sGSyiYYqW7AKR0Jg,2023-07-30 21:58:54,C00002130,364329,T001021,6.5,Swipe,0,0
dwK-wqTXRuWBDY1n_WGL4Q,2023-03-05 06:17:14,C00004082,361842,T001079,76.04,Chip,0,0
ejrxq3c2QT-zB1mBpd66kw,2023-05-05 15:08:47,C00004044,407353,T001028,22.6,Swipe,0,0
Y1aj-QGDSdSKIErVQeyQHA,2023-07-12 15:28:19,C00004247,412657,T001085,25.81,Chip,0,0
kyP-OKEnR3uzUXqiYF-z9Q,2023-05-15 05:58:21,C00003059,541171,T001095,34.86,Chip,0,0
A_kEfCoZTfO9YCZ9N3ZODg,2023-07-16 18:30:13,C00005106,407548,T001024,50.21,Contactless,0,0
Fda96npWSDKAN2coZjqF8w,2023-03-04 11:50:48,C00002833,492194,T001038,53.28,Swipe,0,0
DkWfPTGBR4qJjwVGF3BE3g,2023-07-10 18:33:16,C00004195,512299,T001046,37.22,Swipe,0,0
Q40NzrtcQTyu9AQqFnmXuQ,2023-03-13 11:04:51,C00003189,464406,T001003,79.37,Swipe,0,0
IXKKYpFOQ1GtQXu05EdsPg,2023-04-09 10:51:46,C00005318,375686,T001004,68.07,Contactless,0,0
lYLha9AtTAmqd-E6Z2OCuQ,2023-02-21 08:04:18,C00001911,360062,T001073,139.28,Contactless,0,0
8eUZiEgjTOSaxTFQNzlRDA,2023-07-15 12:54:30,C00002959,415170,T001091,23.62,Swipe,0,0
vtpzmXkKSZK1s2ZjGrIMYg,2023-07-18 17:18:07,C00003098,361839,T001095,14.83,Swipe,0,0
